User_ID,Name,Gender,Age,Religion,Location,Education,Job_Title,Bio_Preference,preferences
87,Sahil,Male,26,Hindu,Delhi,PGDM HR,HR Specialist,I am a HR Specialist with a degree in CFA. Looking for a partner around 28 who is working as a UI/UX Designer or has studied BCA. I am based in Delhi and value career growth.,"{'Religion': None, 'Profession': 'UI/UX Designer', 'Age': 28, 'Education': 'BCA', 'Location': 'Delhi'}"
88,Rohan,Male,32,Hindu,Hyderabad,MDS,Dentist,I am a Dentist with a degree in B.Sc Nursing. Looking for a partner around 31 who is working as a Fashion Stylist or has studied Bachelor of Design. I am based in Hyderabad and value career growth.,"{'Religion': None, 'Profession': 'Fashion Stylist', 'Age': 31, 'Education': 'Bachelor of Design', 'Location': 'Hyderabad'}"
89,Pankaj,Male,33,Christian,Mumbai,Mass Communication,Fashion Stylist,I am a Fashion Stylist with a degree in Mass Communication. Looking for a partner around 34 who is a Cloud Architect or has studied B.Tech. I am based in Mumbai and value career growth.,"{'Religion': None, 'Profession': 'Cloud Architect', 'Age': 34, 'Education': 'B.Tech', 'Location': 'Mumbai'}"
90,Rohan,Male,29,Christian,Mumbai,MS (Surgery),Surgeon,I am a Surgeon with a degree in B.Sc Nursing. Looking for a partner around 29 who is a Investment Banker or has studied CS. I am based in Mumbai and value career growth.,"{'Religion': None, 'Profession': 'Investment Banker', 'Age': 29, 'Education': 'CS', 'Location': 'Mumbai'}"
91,Tanya,Female,31,Hindu,Bangalore,M.Com,Investment Banker,I am a Investment Banker with a degree in M.Com. Looking for a partner age 31 who is working as a Corporate Lawyer or has studied PhD. I am based in Bangalore and value career growth.,"{'Religion': None, 'Profession': 'Corporate Lawyer', 'Age': 31, 'Education': 'PhD', 'Location': 'Bangalore'}"
92,Divya,Female,33,Hindu,Noida,Fashion Design,Fashion Stylist,I am a Fashion Stylist with a degree in Fashion Design. Looking for a partner age 35 who is a Graphic Designer or has studied MA in Literature. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Graphic Designer', 'Age': 35, 'Education': 'MA in Literature', 'Location': 'Noida'}"
93,Simran,Female,26,Parsi,Chennai,PGDM,Investment Banker,I am a Investment Banker with a degree in PGDM. Looking for a partner around 25 who is working as a Marketing Head or has studied B.Com. I am based in Chennai and value career growth.,"{'Religion': None, 'Profession': 'Marketing Head', 'Age': 25, 'Education': 'B.Com', 'Location': 'Chennai'}"
94,Varun,Male,32,Hindu,Noida,LLB,Civil Engineer,I am a Civil Engineer with a degree in LLB. Looking for a partner age 30 who is working as a Graphic Designer or has studied Mass Communication. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Graphic Designer', 'Age': 30, 'Education': 'Mass Communication', 'Location': 'Noida'}"
95,Kartik,Male,31,Hindu,Delhi,Diploma Interior Design,Interior Designer,I am a Interior Designer with a degree in B.Plan. Looking for a partner age 33 who is a Dentist or has studied MD. I am based in Delhi and value career growth.,"{'Religion': None, 'Profession': 'Dentist', 'Age': 33, 'Education': 'MD', 'Location': 'Delhi'}"
96,Divya,Female,23,Hindu,Pune,DNB Radiology,Radiologist,I am a Radiologist with a degree in BHMS. Looking for a partner around 24 who is a Chartered Accountant or has studied CA. I am based in Pune and value career growth.,"{'Religion': None, 'Profession': 'Chartered Accountant', 'Age': 24, 'Education': 'CA', 'Location': 'Pune'}"
97,Shweta,Female,26,Hindu,Delhi,B.Tech,QA Tester,I am a QA Tester with a degree in MCA. Looking for a partner around 24 who is a Journalist or has studied MA in Literature. I am based in Delhi and value career growth.,"{'Religion': None, 'Profession': 'Journalist', 'Age': 24, 'Education': 'MA in Literature', 'Location': 'Delhi'}"
98,Shruti,Female,30,Hindu,Ahmedabad,B.Com,Chartered Accountant,I am a Chartered Accountant with a degree in B.Com. Looking for a partner age 30 who is a HR Specialist or has studied CA. I am based in Ahmedabad and value career growth.,"{'Religion': None, 'Profession': 'HR Specialist', 'Age': 30, 'Education': 'CA', 'Location': 'Ahmedabad'}"
99,Vikram,Male,25,Hindu,Chennai,B.A. LLB,Corporate Lawyer,I am a Corporate Lawyer with a degree in LLM. Looking for a partner around 26 who is a Civil Engineer or has studied PhD. I am based in Chennai and value career growth.,"{'Religion': None, 'Profession': 'Civil Engineer', 'Age': 26, 'Education': 'PhD', 'Location': 'Chennai'}"
100,Divya,Female,33,Muslim,Chennai,MCA,Product Manager,I am a Product Manager with a degree in MCA. Looking for a partner around 34 who is working as a Interior Designer or has studied LLB. I am based in Chennai and value career growth.,"{'Religion': None, 'Profession': 'Interior Designer', 'Age': 34, 'Education': 'LLB', 'Location': 'Chennai'}"
101,Pooja,Female,23,Hindu,Pune,LLB,Legal Consultant,I am a Legal Consultant with a degree in LLB. Looking for a partner age 23 who is working as a DevOps Engineer or has studied B.Tech. I am based in Pune and value career growth.,"{'Religion': None, 'Profession': 'DevOps Engineer', 'Age': 23, 'Education': 'B.Tech', 'Location': 'Pune'}"
102,Priya,Female,32,Hindu,Gurgaon,MBBS,Pharmacist,I am a Pharmacist with a degree in MBBS. Looking for a partner age 31 who is a Business Analyst or has studied CS. I am based in Gurgaon and value career growth.,"{'Religion': None, 'Profession': 'Business Analyst', 'Age': 31, 'Education': 'CS', 'Location': 'Gurgaon'}"
103,Ishita,Female,28,Hindu,Noida,B.Tech,QA Tester,I am a QA Tester with a degree in MCA. Looking for a partner age 28 who is working as a Corporate Lawyer or has studied PhD. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Corporate Lawyer', 'Age': 28, 'Education': 'PhD', 'Location': 'Noida'}"
104,Siddharth,Male,26,Hindu,Delhi,B.Tech,Cloud Architect,I am a Cloud Architect with a degree in M.Tech. Looking for a partner age 26 who is working as a Physiotherapist or has studied MD. I am based in Delhi and value career growth.,"{'Religion': None, 'Profession': 'Physiotherapist', 'Age': 26, 'Education': 'MD', 'Location': 'Delhi'}"
105,Ananya,Female,33,Jain,Hyderabad,MBBS,Medical Officer,I am a Medical Officer with a degree in MS (Surgery). Looking for a partner around 32 who is a Investment Banker or has studied CFA. I am based in Hyderabad and value career growth.,"{'Religion': None, 'Profession': 'Investment Banker', 'Age': 32, 'Education': 'CFA', 'Location': 'Hyderabad'}"
106,Sakshi,Female,23,Sikh,Bangalore,B.Com,Business Analyst,I am a Business Analyst with a degree in B.Com. Looking for a partner around 21 who is a Art Director or has studied Journalism. I am based in Bangalore and value career growth.,"{'Religion': None, 'Profession': 'Art Director', 'Age': 21, 'Education': 'Journalism', 'Location': 'Bangalore'}"
107,Mohit,Male,32,Hindu,Delhi,MBA Finance,Finance Manager,I am a Finance Manager with a degree in B.Com. Looking for a partner age 31 who is a Corporate Lawyer or has studied B.Plan. I am based in Delhi and value career growth.,"{'Religion': None, 'Profession': 'Corporate Lawyer', 'Age': 31, 'Education': 'B.Plan', 'Location': 'Delhi'}"
108,Kartik,Male,28,Hindu,Gurgaon,BE,Backend Developer,I am a Backend Developer with a degree in BE. Looking for a partner around 30 who is a UI/UX Designer or has studied MCA. I am based in Gurgaon and value career growth.,"{'Religion': None, 'Profession': 'UI/UX Designer', 'Age': 30, 'Education': 'MCA', 'Location': 'Gurgaon'}"
109,Kabir,Male,25,Parsi,Hyderabad,MS (Surgery),Pediatrician,I am a Pediatrician with a degree in MS (Surgery). Looking for a partner around 24 who is working as a Research Scholar or has studied LLM. I am based in Hyderabad and value career growth.,"{'Religion': None, 'Profession': 'Research Scholar', 'Age': 24, 'Education': 'LLM', 'Location': 'Hyderabad'}"
110,Pooja,Female,25,Hindu,Bangalore,M.S. Data Science,Data Scientist,I am a Data Scientist with a degree in MCA. Looking for a partner age 26 who is working as a Content Writer or has studied MA in Literature. I am based in Bangalore and value career growth.,"{'Religion': None, 'Profession': 'Content Writer', 'Age': 26, 'Education': 'MA in Literature', 'Location': 'Bangalore'}"
111,Vivek,Male,30,Hindu,Noida,Fashion Design,Art Director,I am a Art Director with a degree in Fashion Design. Looking for a partner around 29 who is a Medical Officer or has studied BPT (Physiotherapy). I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Medical Officer', 'Age': 29, 'Education': 'BPT (Physiotherapy)', 'Location': 'Noida'}"
112,Kavya,Female,26,Hindu,Pune,M.Com,Investment Banker,I am a Investment Banker with a degree in M.Com. Looking for a partner around 27 who is working as a UI/UX Designer or has studied B.Sc Computer Science. I am based in Pune and value career growth.,"{'Religion': None, 'Profession': 'UI/UX Designer', 'Age': 27, 'Education': 'B.Sc Computer Science', 'Location': 'Pune'}"
113,Tanya,Female,27,Hindu,Ahmedabad,BPT (Physiotherapy),Pediatrician,I am a Pediatrician with a degree in BPT (Physiotherapy). Looking for a partner age 25 who is working as a Dentist or has studied MS (Surgery). I am based in Ahmedabad and value career growth.,"{'Religion': None, 'Profession': 'Dentist', 'Age': 25, 'Education': 'MS (Surgery)', 'Location': 'Ahmedabad'}"
114,Aaryan,Male,24,Hindu,Chennai,BFA,Photographer,I am a Photographer with a degree in Fashion Design. Looking for a partner age 25 who is a Professor or has studied LLB. I am based in Chennai and value career growth.,"{'Religion': None, 'Profession': 'Professor', 'Age': 25, 'Education': 'LLB', 'Location': 'Chennai'}"
115,Kartik,Male,33,Christian,Gurgaon,BE,Backend Developer,I am a Backend Developer with a degree in BE. Looking for a partner around 34 who is a Investment Banker or has studied BBA. I am based in Gurgaon and value career growth.,"{'Religion': None, 'Profession': 'Investment Banker', 'Age': 34, 'Education': 'BBA', 'Location': 'Gurgaon'}"
116,Anika,Female,27,Hindu,Noida,BFA,Photographer,I am a Photographer with a degree in Bachelor of Design. Looking for a partner around 27 who is working as a Content Writer or has studied MA in Literature. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Content Writer', 'Age': 27, 'Education': 'MA in Literature', 'Location': 'Noida'}"
117,Ankit,Male,25,Sikh,Hyderabad,BFA,Video Editor,I am a Video Editor with a degree in BFA. Looking for a partner around 27 who is working as a Interior Designer or has studied UPSC Aspirant. I am based in Hyderabad and value career growth.,"{'Religion': None, 'Profession': 'Interior Designer', 'Age': 27, 'Education': 'UPSC Aspirant', 'Location': 'Hyderabad'}"
118,Sakshi,Female,25,Jain,Noida,BCA,Product Manager,I am a Product Manager with a degree in BCA. Looking for a partner around 26 who is working as a Research Scholar or has studied B.Arch (Architecture). I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Research Scholar', 'Age': 26, 'Education': 'B.Arch (Architecture)', 'Location': 'Noida'}"
119,Aavya,Female,28,Hindu,Delhi,MCA,DevOps Engineer,I am a DevOps Engineer with a degree in MCA. Looking for a partner age 27 who is a Physiotherapist or has studied MS (Surgery). I am based in Delhi and value career growth.,"{'Religion': None, 'Profession': 'Physiotherapist', 'Age': 27, 'Education': 'MS (Surgery)', 'Location': 'Delhi'}"
120,Divya,Female,28,Hindu,Bangalore,DNB Radiology,Radiologist,I am a Radiologist with a degree in MD. Looking for a partner age 28 who is a Dentist or has studied BDS. I am based in Bangalore and value career growth.,"{'Religion': None, 'Profession': 'Dentist', 'Age': 28, 'Education': 'BDS', 'Location': 'Bangalore'}"
121,Ishita,Female,23,Hindu,Noida,MD Radiology,Radiologist,I am a Radiologist with a degree in B.Sc Nursing. Looking for a partner around 25 who is a Sales Director or has studied CFA. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Sales Director', 'Age': 25, 'Education': 'CFA', 'Location': 'Noida'}"
122,Rishi,Male,29,Hindu,Kolkata,BBA,Business Analyst,I am a Business Analyst with a degree in CS. Looking for a partner age 27 who is a Research Scholar or has studied LLM. I am based in Kolkata and value career growth.,"{'Religion': None, 'Profession': 'Research Scholar', 'Age': 27, 'Education': 'LLM', 'Location': 'Kolkata'}"
123,Rishi,Male,30,Hindu,Delhi,Bachelor of Design,Content Writer,I am a Content Writer with a degree in Bachelor of Design. Looking for a partner around 29 who is working as a Professor or has studied B.Arch (Architecture). I am based in Delhi and value career growth.,"{'Religion': None, 'Profession': 'Professor', 'Age': 29, 'Education': 'B.Arch (Architecture)', 'Location': 'Delhi'}"
124,Deepak,Male,28,Hindu,Noida,M.Tech,UI/UX Designer,I am a UI/UX Designer with a degree in M.Tech. Looking for a partner around 26 who is a Chartered Accountant or has studied PGDM. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Chartered Accountant', 'Age': 26, 'Education': 'PGDM', 'Location': 'Noida'}"
125,Ananya,Female,25,Hindu,Kolkata,M.Tech,Data Scientist,I am a Data Scientist with a degree in B.Tech. Looking for a partner around 24 who is working as a Legal Consultant or has studied LLM. I am based in Kolkata and value career growth.,"{'Religion': None, 'Profession': 'Legal Consultant', 'Age': 24, 'Education': 'LLM', 'Location': 'Kolkata'}"
126,Navya,Female,27,Hindu,Bangalore,BFA,Graphic Designer,I am a Graphic Designer with a degree in Mass Communication. Looking for a partner around 26 who is working as a Product Manager or has studied Diploma in IT. I am based in Bangalore and value career growth.,"{'Religion': None, 'Profession': 'Product Manager', 'Age': 26, 'Education': 'Diploma in IT', 'Location': 'Bangalore'}"
127,Ayush,Male,33,Christian,Delhi,LLB,Legal Consultant,I am a Legal Consultant with a degree in LLM. Looking for a partner around 31 who is a Legal Consultant or has studied B.Plan. I am based in Delhi and value career growth.,"{'Religion': None, 'Profession': 'Legal Consultant', 'Age': 31, 'Education': 'B.Plan', 'Location': 'Delhi'}"
128,Vivek,Male,31,Jain,Hyderabad,PhD,Research Scholar,I am a Research Scholar with a degree in PhD. Looking for a partner age 29 who is a Finance Manager or has studied CFA. I am based in Hyderabad and value career growth.,"{'Religion': None, 'Profession': 'Finance Manager', 'Age': 29, 'Education': 'CFA', 'Location': 'Hyderabad'}"
129,Kabir,Male,30,Christian,Bangalore,B.A. Journalism,Journalist,I am a Journalist with a degree in Journalism. Looking for a partner around 32 who is working as a UI/UX Designer or has studied MCA. I am based in Bangalore and value career growth.,"{'Religion': None, 'Profession': 'UI/UX Designer', 'Age': 32, 'Education': 'MCA', 'Location': 'Bangalore'}"
130,Neha,Female,29,Hindu,Gurgaon,B.Tech,Cloud Architect,I am a Cloud Architect with a degree in B.Sc Computer Science. Looking for a partner around 29 who is working as a Photographer or has studied Bachelor of Design. I am based in Gurgaon and value career growth.,"{'Religion': None, 'Profession': 'Photographer', 'Age': 29, 'Education': 'Bachelor of Design', 'Location': 'Gurgaon'}"
131,Akash,Male,24,Christian,Pune,MA in Literature,Content Writer,I am a Content Writer with a degree in MA in Literature. Looking for a partner age 25 who is a Graphic Designer or has studied Bachelor of Design. I am based in Pune and value career growth.,"{'Religion': None, 'Profession': 'Graphic Designer', 'Age': 25, 'Education': 'Bachelor of Design', 'Location': 'Pune'}"
132,Aditi,Female,28,Parsi,Bangalore,BDS,Dentist,I am a Dentist with a degree in MS (Surgery). Looking for a partner age 30 who is working as a Research Scholar or has studied B.Plan. I am based in Bangalore and value career growth.,"{'Religion': None, 'Profession': 'Research Scholar', 'Age': 30, 'Education': 'B.Plan', 'Location': 'Bangalore'}"
133,Aditi,Female,24,Hindu,Kolkata,MPT,Physiotherapist,I am a Physiotherapist with a degree in MD. Looking for a partner age 25 who is a Medical Officer or has studied MBBS. I am based in Kolkata and value career growth.,"{'Religion': None, 'Profession': 'Medical Officer', 'Age': 25, 'Education': 'MBBS', 'Location': 'Kolkata'}"
134,Pankaj,Male,31,Hindu,Noida,B.Arch,Architect,I am a Architect with a degree in LLB. Looking for a partner around 30 who is working as a Sales Director or has studied MBA. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Sales Director', 'Age': 30, 'Education': 'MBA', 'Location': 'Noida'}"
135,Pankaj,Male,24,Hindu,Kolkata,Mass Communication,Journalist,I am a Journalist with a degree in Mass Communication. Looking for a partner age 25 who is working as a Civil Engineer or has studied PhD. I am based in Kolkata and value career growth.,"{'Religion': None, 'Profession': 'Civil Engineer', 'Age': 25, 'Education': 'PhD', 'Location': 'Kolkata'}"
136,Sakshi,Female,28,Hindu,Ahmedabad,BPT,Physiotherapist,I am a Physiotherapist with a degree in B.Sc Nursing. Looking for a partner age 29 who is working as a Surgeon or has studied B.Sc Nursing. I am based in Ahmedabad and value career growth.,"{'Religion': None, 'Profession': 'Surgeon', 'Age': 29, 'Education': 'B.Sc Nursing', 'Location': 'Ahmedabad'}"
137,Bhavna,Female,29,Jain,Bangalore,MBA HR,HR Specialist,I am a HR Specialist with a degree in CFA. Looking for a partner around 29 who is a Research Scholar or has studied LLM. I am based in Bangalore and value career growth.,"{'Religion': None, 'Profession': 'Research Scholar', 'Age': 29, 'Education': 'LLM', 'Location': 'Bangalore'}"
138,Gaurav,Male,23,Hindu,Gurgaon,BE,DevOps Engineer,I am a DevOps Engineer with a degree in BE. Looking for a partner age 23 who is a Video Editor or has studied Mass Communication. I am based in Gurgaon and value career growth.,"{'Religion': None, 'Profession': 'Video Editor', 'Age': 23, 'Education': 'Mass Communication', 'Location': 'Gurgaon'}"
139,Ritesh,Male,24,Hindu,Mumbai,B.Com,Chartered Accountant,I am a Chartered Accountant with a degree in PGDM. Looking for a partner around 24 who is a Backend Developer or has studied Diploma in IT. I am based in Mumbai and value career growth.,"{'Religion': None, 'Profession': 'Backend Developer', 'Age': 24, 'Education': 'Diploma in IT', 'Location': 'Mumbai'}"
140,Harsh,Male,32,Hindu,Gurgaon,PGDM HR,HR Specialist,I am a HR Specialist with a degree in CA. Looking for a partner age 30 who is working as a Medical Officer or has studied BHMS. I am based in Gurgaon and value career growth.,"{'Religion': None, 'Profession': 'Medical Officer', 'Age': 30, 'Education': 'BHMS', 'Location': 'Gurgaon'}"
141,Pranav,Male,25,Sikh,Pune,Fashion Design,Fashion Stylist,I am a Fashion Stylist with a degree in Fashion Design. Looking for a partner around 27 who is a Content Writer or has studied Journalism. I am based in Pune and value career growth.,"{'Religion': None, 'Profession': 'Content Writer', 'Age': 27, 'Education': 'Journalism', 'Location': 'Pune'}"
142,Aditya,Male,26,Hindu,Hyderabad,BFA,Photographer,I am a Photographer with a degree in Bachelor of Design. Looking for a partner age 24 who is working as a Backend Developer or has studied B.Tech. I am based in Hyderabad and value career growth.,"{'Religion': None, 'Profession': 'Backend Developer', 'Age': 24, 'Education': 'B.Tech', 'Location': 'Hyderabad'}"
143,Sameer,Male,33,Muslim,Noida,LLB,Legal Consultant,I am a Legal Consultant with a degree in UPSC Aspirant. Looking for a partner around 35 who is a Research Scholar or has studied B.Arch (Architecture). I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Research Scholar', 'Age': 35, 'Education': 'B.Arch (Architecture)', 'Location': 'Noida'}"
144,Vanshika,Female,29,Hindu,Chennai,MBA,Business Analyst,I am a Business Analyst with a degree in B.Com. Looking for a partner around 31 who is working as a SDE or has studied M.Tech. I am based in Chennai and value career growth.,"{'Religion': None, 'Profession': 'SDE', 'Age': 31, 'Education': 'M.Tech', 'Location': 'Chennai'}"
145,Nikhil,Male,26,Jain,Kolkata,CFA,Investment Banker,I am a Investment Banker with a degree in CFA. Looking for a partner around 24 who is a Content Writer or has studied BFA. I am based in Kolkata and value career growth.,"{'Religion': None, 'Profession': 'Content Writer', 'Age': 24, 'Education': 'BFA', 'Location': 'Kolkata'}"
146,Navya,Female,32,Parsi,Noida,Mass Communication,Content Writer,I am a Content Writer with a degree in Mass Communication. Looking for a partner around 34 who is a UI/UX Designer or has studied MS in CS. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'UI/UX Designer', 'Age': 34, 'Education': 'MS in CS', 'Location': 'Noida'}"
147,Nikhil,Male,29,Sikh,Gurgaon,B.Tech,Product Manager,I am a Product Manager with a degree in B.Tech. Looking for a partner age 30 who is a UI/UX Designer or has studied B.Tech. I am based in Gurgaon and value career growth.,"{'Religion': None, 'Profession': 'UI/UX Designer', 'Age': 30, 'Education': 'B.Tech', 'Location': 'Gurgaon'}"
148,Ananya,Female,26,Hindu,Kolkata,LLM,Civil Engineer,I am a Civil Engineer with a degree in LLM. Looking for a partner age 25 who is working as a Fashion Stylist or has studied BFA. I am based in Kolkata and value career growth.,"{'Religion': None, 'Profession': 'Fashion Stylist', 'Age': 25, 'Education': 'BFA', 'Location': 'Kolkata'}"
149,Sanya,Female,30,Parsi,Delhi,MBBS,Medical Officer,I am a Medical Officer with a degree in MD. Looking for a partner age 30 who is working as a UI/UX Designer or has studied Diploma in IT. I am based in Delhi and value career growth.,"{'Religion': None, 'Profession': 'UI/UX Designer', 'Age': 30, 'Education': 'Diploma in IT', 'Location': 'Delhi'}"
150,Jyoti,Female,31,Sikh,Noida,B.Tech,UI/UX Designer,I am a UI/UX Designer with a degree in B.Tech. Looking for a partner age 33 who is working as a Fashion Stylist or has studied MA in Literature. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Fashion Stylist', 'Age': 33, 'Education': 'MA in Literature', 'Location': 'Noida'}"
151,Nisha,Female,25,Hindu,Mumbai,BFA,Content Writer,I am a Content Writer with a degree in BFA. Looking for a partner around 23 who is a Professor or has studied B.Arch (Architecture). I am based in Mumbai and value career growth.,"{'Religion': None, 'Profession': 'Professor', 'Age': 23, 'Education': 'B.Arch (Architecture)', 'Location': 'Mumbai'}"
152,Ishaan,Male,24,Hindu,Hyderabad,DNB Radiology,Radiologist,I am a Radiologist with a degree in MD. Looking for a partner age 22 who is a Video Editor or has studied MA in Literature. I am based in Hyderabad and value career growth.,"{'Religion': None, 'Profession': 'Video Editor', 'Age': 22, 'Education': 'MA in Literature', 'Location': 'Hyderabad'}"
153,Vivek,Male,32,Christian,Hyderabad,Diploma Photography,Photographer,I am a Photographer with a degree in Journalism. Looking for a partner age 33 who is working as a Business Analyst or has studied PGDM. I am based in Hyderabad and value career growth.,"{'Religion': None, 'Profession': 'Business Analyst', 'Age': 33, 'Education': 'PGDM', 'Location': 'Hyderabad'}"
154,Varun,Male,33,Hindu,Hyderabad,B.Tech Computer Science,SDE,I am a SDE with a degree in B.Sc Computer Science. Looking for a partner around 35 who is working as a Corporate Lawyer or has studied LLB. I am based in Hyderabad and value career growth.,"{'Religion': None, 'Profession': 'Corporate Lawyer', 'Age': 35, 'Education': 'LLB', 'Location': 'Hyderabad'}"
155,Manish,Male,33,Parsi,Bangalore,BPT (Physiotherapy),Pharmacist,I am a Pharmacist with a degree in BPT (Physiotherapy). Looking for a partner around 35 who is working as a Video Editor or has studied BFA. I am based in Bangalore and value career growth.,"{'Religion': None, 'Profession': 'Video Editor', 'Age': 35, 'Education': 'BFA', 'Location': 'Bangalore'}"
156,Vanshika,Female,33,Hindu,Mumbai,B.Com,Chartered Accountant,I am a Chartered Accountant with a degree in CA. Looking for a partner around 34 who is working as a Radiologist or has studied MS (Surgery). I am based in Mumbai and value career growth.,"{'Religion': None, 'Profession': 'Radiologist', 'Age': 34, 'Education': 'MS (Surgery)', 'Location': 'Mumbai'}"
157,Sonal,Female,32,Christian,Mumbai,MBBS,Medical Officer,I am a Medical Officer with a degree in B.Pharma. Looking for a partner age 31 who is a Dentist or has studied B.Sc Nursing. I am based in Mumbai and value career growth.,"{'Religion': None, 'Profession': 'Dentist', 'Age': 31, 'Education': 'B.Sc Nursing', 'Location': 'Mumbai'}"
158,Shweta,Female,32,Hindu,Bangalore,CA,Sales Director,I am a Sales Director with a degree in CA. Looking for a partner age 34 who is a Physiotherapist or has studied MS (Surgery). I am based in Bangalore and value career growth.,"{'Religion': None, 'Profession': 'Physiotherapist', 'Age': 34, 'Education': 'MS (Surgery)', 'Location': 'Bangalore'}"
159,Priya,Female,28,Hindu,Pune,B.Sc Computer Science,UI/UX Designer,I am a UI/UX Designer with a degree in B.Sc Computer Science. Looking for a partner age 28 who is a QA Tester or has studied MS in CS. I am based in Pune and value career growth.,"{'Religion': None, 'Profession': 'QA Tester', 'Age': 28, 'Education': 'MS in CS', 'Location': 'Pune'}"
160,Diya,Female,32,Jain,Noida,MBA,Business Analyst,I am a Business Analyst with a degree in BBA. Looking for a partner around 30 who is working as a Journalist or has studied Fashion Design. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Journalist', 'Age': 30, 'Education': 'Fashion Design', 'Location': 'Noida'}"
161,Arjun,Male,24,Hindu,Gurgaon,BBA,Sales Director,I am a Sales Director with a degree in BBA. Looking for a partner age 22 who is working as a Video Editor or has studied MA in Literature. I am based in Gurgaon and value career growth.,"{'Religion': None, 'Profession': 'Video Editor', 'Age': 22, 'Education': 'MA in Literature', 'Location': 'Gurgaon'}"
162,Meera,Female,22,Hindu,Noida,M.Tech Cloud Computing,Cloud Architect,I am a Cloud Architect with a degree in B.Tech. Looking for a partner around 21 who is a Corporate Lawyer or has studied B.Plan. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'Corporate Lawyer', 'Age': 21, 'Education': 'B.Plan', 'Location': 'Noida'}"
163,Tushar,Male,26,Hindu,Chennai,MBA,Business Analyst,I am a Business Analyst with a degree in MBA. Looking for a partner age 24 who is working as a Pharmacist or has studied B.Sc Nursing. I am based in Chennai and value career growth.,"{'Religion': None, 'Profession': 'Pharmacist', 'Age': 24, 'Education': 'B.Sc Nursing', 'Location': 'Chennai'}"
164,Aarav,Male,24,Hindu,Kolkata,B.Des Interior,Interior Designer,I am a Interior Designer with a degree in B.Plan. Looking for a partner age 24 who is working as a HR Specialist or has studied CA. I am based in Kolkata and value career growth.,"{'Religion': None, 'Profession': 'HR Specialist', 'Age': 24, 'Education': 'CA', 'Location': 'Kolkata'}"
165,Rahul,Male,26,Sikh,Kolkata,Diploma in IT,Backend Developer,I am a Backend Developer with a degree in Diploma in IT. Looking for a partner around 27 who is a Photographer or has studied BFA. I am based in Kolkata and value career growth.,"{'Religion': None, 'Profession': 'Photographer', 'Age': 27, 'Education': 'BFA', 'Location': 'Kolkata'}"
166,Pankaj,Male,24,Hindu,Ahmedabad,Diploma in IT,UI/UX Designer,I am a UI/UX Designer with a degree in Diploma in IT. Looking for a partner age 22 who is a Art Director or has studied BFA. I am based in Ahmedabad and value career growth.,"{'Religion': None, 'Profession': 'Art Director', 'Age': 22, 'Education': 'BFA', 'Location': 'Ahmedabad'}"
167,Suresh,Male,23,Hindu,Mumbai,CA,Finance Manager,I am a Finance Manager with a degree in BBA. Looking for a partner age 21 who is a Pharmacist or has studied MBBS. I am based in Mumbai and value career growth.,"{'Religion': None, 'Profession': 'Pharmacist', 'Age': 21, 'Education': 'MBBS', 'Location': 'Mumbai'}"
168,Sahil,Male,22,Hindu,Gurgaon,MA in Literature,Video Editor,I am a Video Editor with a degree in MA in Literature. Looking for a partner around 23 who is a Chartered Accountant or has studied CFA. I am based in Gurgaon and value career growth.,"{'Religion': None, 'Profession': 'Chartered Accountant', 'Age': 23, 'Education': 'CFA', 'Location': 'Gurgaon'}"
169,Saanvi,Female,31,Hindu,Kolkata,M.Com,Sales Director,I am a Sales Director with a degree in M.Com. Looking for a partner around 32 who is a Video Editor or has studied Bachelor of Design. I am based in Kolkata and value career growth.,"{'Religion': None, 'Profession': 'Video Editor', 'Age': 32, 'Education': 'Bachelor of Design', 'Location': 'Kolkata'}"
170,Sonal,Female,25,Hindu,Noida,MS in CS,DevOps Engineer,I am a DevOps Engineer with a degree in MS in CS. Looking for a partner age 25 who is a SDE or has studied MCA. I am based in Noida and value career growth.,"{'Religion': None, 'Profession': 'SDE', 'Age': 25, 'Education': 'MCA', 'Location': 'Noida'}"
171,Karan,Male,26,Hindu,Kolkata,BCA,QA Tester,I am a QA Tester with a degree in B.Sc Computer Science. Looking for a partner age 24 who is a HR Specialist or has studied CFA. I am based in Kolkata and value career growth.,"{'Religion': None, 'Profession': 'HR Specialist', 'Age': 24, 'Education': 'CFA', 'Location': 'Kolkata'}"
